GameDate,FormattedDate,Age,YEAR,Theme,ThemeCategory5,Month,ThemeCategory6,Popular,LocationInHomestand,EVENTSCORE,NOSHOW,PCONSID,MONTHUER,TEMPAVGHIGH,TEMPAVGLOW,Item,Promo,TwoThemes,TimeofDay,Day_OF_WEEK,OPPONENT,TIX35DAYSAFTER,threefivedaysvstotal,ThemeTixRelativetoTotal,TotalTix,TICKETS,QUANTITY,PRICE,BRANDED,OPPONENTCAT,ThemeNoShow
"Sunday, July 16, 2023",7/16/2023,Old,2023,Shark Week,Other,July,PopCulture_Entertainment,N,Middle,"100	",0.31,27844,3.67,91,72,Bobblehead,Y,N,D,Sunday,WSN,205,0.1,0.0465,42626,1980,2500,6.25,N,3,0.12
"Monday, July 17, 2023",7/17/2023,Old,2023,Christmas In July,Christmas In July,July,Music_Festivals,Y,Middle,"77	",0.39,23168,3.67,89,71,Item,Y,N,N,Monday,MIA,228,0.11,0.0594,35619,2116,875,4.65,Y,4,0.16
"Tuesday, July 18, 2023",7/18/2023,Old,2023,Busweiser Bash #4,Budweiser Bash,July,Sport_FanExperience,N,Late,"77	",0.32,20967,3.67,84,71,Bobblehead,N,N,N,Tuesday,MIA,164,0.27,0.0156,38490,601,1100,6.7,N,4,0.08
"Thursday, July 27, 2023",7/27/2023,Old,2023,Missouri,Missouri,July,College,Y,First,"160	",0.23,51447,3.67,99,82,Hat,N,N,N,Thursday,CHC,125,0.12,0.0225,44584,1005,2000,4.4,N,1,0.07
"Tuesday, August 1, 2023",8/1/2023,Old,2023,Jayson Tatum,Standalone,August,Sport_FanExperience,Y,Middle,"83	",0.32,24358,3.83,86,73,Bobblehead,N,N,N,Tuesday,MIN,144,0.08,0.0493,37162,1832,2250,8.95,N,3,0.15
"Wednesday, August 2, 2023",8/2/2023,Old,2023,DC Comics,DC Comics,August,PopCulture_Entertainment,Y,Middle,"60	",0.43,16964,3.83,81,71,Bobblehead,N,N,N,Wednesday,MIN,227,0.12,0.0556,34332,1909,3850,13.63,N,3,0.12
"Thursday, August 3, 2023",8/3/2023,Old,2023,Harry Potter,Harry Potter,August,PopCulture_Entertainment,Y,Middle,"91	",0.35,31139,3.83,84,73,Shirt,N,N,N,Thursday,MIN,698,0.19,0.1002,36949,3701,1400,9.15,N,3,0.03
"Friday, August 4, 2023",8/4/2023,Old,2023,EMO,Other,August,PopCulture_Entertainment,N,Late,"110	",0.23,34287,3.83,88,77,Shirt,Y,N,N,Friday,COL,389,0.29,0.0345,38559,1330,1600,13.49,N,3,0.02
"Monday, August 14, 2023",8/14/2023,Old,2023,AAPIH Day,DEI,August,CommunityDays,Y,First,"67	",0.43,20763,3.83,83,69,Bobblehead,N,N,N,Monday,ATH,161,0.11,0.0413,34793,1436,875,4.65,Y,4,0.06
"Tuesday, August 15, 2023",8/15/2023,Old,2023,Budweiser Bash #5,Budweiser Bash,August,Sport_FanExperience,N,Early,"46	",0.47,12441,3.83,76,65,Bobblehead,N,N,N,Tuesday,ATH,148,0.22,0.0211,32528,686,1500,6,N,4,0.15
"Wednesday, August 16, 2023",8/16/2023,Old,2023,Fredbird's Garage Sale,Fredbird's Garage Sale,August,Sport_FanExperience,N,Middle,"52	",0.45,14468,3.83,84,63,All,N,N,N,Wednesday,ATH,82,0.14,0.0182,33146,604,2650,5.25,Y,4,0.02
"Thursday, August 17, 2023",8/17/2023,Old,2023,WWE,Other,August,Sport_FanExperience,Y,Middle,"66	",0.42,19762,3.83,87,68,Bobblehead,N,N,N,Thursday,NYM,159,0.16,0.0271,36155,981,1100,6.2,N,4,0.11
"Friday, August 18, 2023",8/18/2023,Old,2023,Military Night,Military,August,ProfessionalIdentity,Y,Middle,"92	",0.3,25456,3.83,83,62,Hat,Y,N,N,Friday,NYM,378,0.26,0.035,42076,1471,1500,5.5,Y,4,0.18
"Sunday, August 20, 2023",8/20/2023,Old,2023,Webster & MO STATE,College,August,College,Y,Last,"66	",0.44,17542,3.83,99,75,Hat,Y,N,D,Sunday,NYM,119,0.12,0.0274,37470,1028,2500,6.2,Y,4,0.14
"Monday, August 28, 2023",8/28/2023,Old,2023,Golf,Other,August,Sport_FanExperience,Y,First,"59	",0.48,16508,3.83,83,67,Bobblehead,N,N,N,Monday,SDP,144,0.17,0.0232,35917,833,750,8.55,Y,4,0.14
"Tuesday, August 29, 2023",8/29/2023,Old,2023,SLU,SLU,August,College,Y,Early,"65	",0.42,18211,3.83,87,64,Hat,Y,N,N,Tuesday,SDP,81,0.03,0.0662,36851,2440,6000,7.2,N,4,0.4
"Wednesday, August 30, 2023",8/30/2023,Old,2023,KMOX,Other,August,STLPride,N,Middle,"52	",0.54,14584,3.83,81,67,Item,N,N,D,Wednesday,SDP,82,0.25,0.0099,32583,323,1500,5.15,Y,4,0.23
"Friday, September 1, 2023",9/1/2023,Old,2023,Margaritaville,Margaritaville,September,Music_Festivals,Y,Middle,"91	",0.31,30484,3.54,84,59,Shirt,Y,N,N,Friday,PIT,906,0.19,0.1402,33842,4743,5250,16.65,Y,2,0.08
"Sunday, September 3, 2023",9/3/2023,Old,2023,Fiesta Cardenales,Fiesta Cardenales,September,CommunityDays,Y,Last,"91	",0.31,27126,3.54,91,74,Hat,Y,N,D,Sunday,PIT,104,0.11,0.0276,35856,990,1600,6,Y,2,0.18
"Friday, September 15, 2023",9/15/2023,Old,2023,St. Louis Blues,STL Sports,September,STLPride,Y,First,"125	",0.23,40765,3.54,82,54,Longsleeve Shirt,Y,N,N,Friday,PHI,972,0.19,0.1202,42166,5069,650,6,Y,2,0.04
"Sunday, September 17, 2023",9/17/2023,Old,2023,First Responders Day,First Responders,September,ProfessionalIdentity,N,Middle,"82	",0.33,22200,3.54,78,57,Tumbler,Y,Y,D,Sunday,PHI,199,0.3,0.0164,40996,672,5250,17.85,N,2,0.16
"Sunday, September 17, 2023",9/17/2023,Old,2023,Nurses Day #2,Nurses,September,ProfessionalIdentity,N,Middle,"82	",0.33,22200,3.54,78,57,Tumbler,Y,Y,D,Sunday,PHI,15,0.12,0.0031,40996,868,875,4.65,Y,2,0.79
"Monday, September 18, 2023",9/18/2023,Old,2023,First Responders Night,First Responders,September,ProfessionalIdentity,N,Middle,"60	",0.41,16343,3.54,79,56,Tumbler,N,N,N,Monday,MIL,142,0.32,0.0134,33176,444,2500,6.5,N,2,0.24
"Tuesday, September 19, 2023",9/19/2023,Old,2023,Budweiser Bash #6,Budweiser Bash,September,Sport_FanExperience,N,Middle,"56	",0.43,15032,3.54,87,63,Bobblehead,Y,N,N,Tuesday,MIL,142,0.27,0.0148,35760,529,1050,0.53,N,2,0.11
"Wednesday, September 20, 2023",9/20/2023,Old,2023,1/2 Way St. Pats,1/2 Way St. Pats,September,Music_Festivals,Y,Late,"73	",0.44,26331,3.54,76,65,Longsleeve Shirt,Y,N,N,Wednesday,MIL,1012,0.2,0.1373,37008,5080,1425,0.53,N,2,0.05
"Friday, September 29, 2023",9/29/2023,Old,2023,ERA Night,Standalone,September,Sport_FanExperience,Y,First,"103	",0.27,31063,3.54,88,66,Shirt,Y,N,N,Friday,CIN,258,0.11,0.0576,38964,2244,3025,0.53,N,1,0.09
"Sunday, April 7, 2024",4/7/2024,Old,2024,Cancer Awareness,Cancer Awareness,April,CommunityDays,N,Middle,"141	",0.17,46153,3.44,77,53,Tumbler,Y,N,D,Sunday,MIA,410,0.4,0.0259,39519,1023,0,0,N,4,0.23
"Monday, April 8, 2024",4/8/2024,Old,2024,Peanuts #1,Kids,April,Kids_Family,N,Middle,"80	",0.35,29447,3.44,79,52,Bobblehead,N,N,N,Monday,PHI,165,0.09,0.0571,32621,1864,1250,7.95,Y,2,0.1
"Tuesday, April 9, 2024",4/9/2024,Old,2024,College Night #1,College,April,College,N,Late,"68	",0.3,21664,3.44,72,55,Longsleeve Shirt,N,N,N,Tuesday,PHI,277,0.23,0.0378,31972,1207,2000,9,N,2,0.12
"Friday, April 19, 2024",4/19/2024,Old,2024,Grateful Dead,Grateful Dead,April,PopCulture_Entertainment,Y,First,"128	",0.16,40849,3.44,61,47,Longsleeve Shirt,Y,N,N,Friday,MIL,690,0.15,0.1145,40147,4595,1500,13.69,Y,2,0.04
"Sunday, April 21, 2024",4/21/2024,Old,2024,Donate Life Day,Donate Life Day,April,CommunityDays,Y,Middle,"105	",0.2,29525,3.44,60,39,Hat,Y,N,D,Sunday,MIL,125,0.09,0.0332,40715,1352,5000,7.25,N,2,0.22
"Monday, April 22, 2024",4/22/2024,Old,2024,Battlehawks,STL Sports,April,STLPride,Y,Middle,"68	",0.37,24361,3.44,71,41,Hat,N,Y,N,Monday,ARI,145,0.1,0.0433,33036,1431,2000,5.15,Y,2,0.03
"Tuesday, April 23, 2024",4/23/2024,Old,2024,Budweiser Bash #1,Budweiser Bash,April,College,N,Late,"57	",0.45,18815,3.44,66,52,Bobblehead,N,Y,N,Tuesday,ARI,122,0.26,0.0141,32875,790,700,4.65,Y,2,0.1
"Tuesday, April 23, 2024",4/23/2024,Old,2024,Class of 2024,Graduation,April,Sport_FanExperience,N,Late,"60	",0.35,17359,3.44,66,52,Shirt,N,Y,N,Tuesday,ARI,242,0.31,0.024,32875,463,950,9.25,N,2,0.12
"Friday, May 3, 2024",5/3/2024,Old,2024,EMO,Other,May,PopCulture_Entertainment,N,First,"105	",0.18,32703,3.64,75,64,Shirt,Y,N,N,Friday,CHW,306,0.2,0.0448,34010,1522,1600,9.5,N,3,0.06
"Sunday, May 5, 2024",5/5/2024,Old,2024,AAPIH Day,DEI,May,CommunityDays,Y,Middle,"129	",0.17,37106,3.64,70,56,Shirt,Y,N,D,Sunday,CHW,291,0.29,0.0231,43046,995,1100,9.45,N,3,0.14
"Monday, May 6, 2024",5/6/2024,Old,2024,College Night #2,College,May,College,Y,Middle,"57	",0.37,18185,3.64,78,62,Longsleeve Shirt,N,N,N,Monday,NYM,336,0.25,0.0428,31283,1340,700,4.65,Y,4,0.17
"Tuesday, May 7, 2024",5/7/2024,Old,2024,Budweiser Bash #2,Budweiser Bash,May,Sport_FanExperience,N,Late,"50	",0.37,13254,3.64,86,65,Bobblehead,N,N,N,Tuesday,NYM,106,0.25,0.0131,32606,427,1000,9,Y,4,0.12
"Wednesday, May 8, 2024",5/8/2024,Old,2024,KMOX,Other,May,STLPride,N,Last,"55	",0.58,15485,3.64,86,65,Bobblehead,N,N,N,Wednesday,NYM,151,0.26,0.017,34881,592,1250,6.1,Y,4,0.08
"Sunday, May 19, 2024",5/19/2024,Old,2024,Mental Health Awareness,Mental Health Awareness,May,CommunityDays,N,Last,"95	",0.3,26632,3.64,91,71,Hat,Y,N,D,Sunday,BOS,78,0.07,0.0267,39316,1049,2500,10.5,N,2,0.15
"Monday, May 20, 2024",5/20/2024,Old,2024,Racing,Other,May,Sport_FanExperience,Y,First,"85	",0.25,27185,3.64,87,74,Bobblehead,N,Y,N,Monday,BAL,107,0.22,0.0139,35598,1777,3500,9,N,4,0.18
"Monday, May 20, 2024",5/20/2024,Old,2024,Metro Boomin,Standalone,May,Music_Festivals,N,First,"85	",0.28,27185,3.64,87,74,Bobblehead,N,Y,N,Monday,BAL,111,0.06,0.0499,35598,496,1275,9,N,4,0.13
"Tuesday, May 21, 2024",5/21/2024,Old,2024,Nurses Night,Nurses,May,ProfessionalIdentity,Y,Middle,"54	",0.36,15350,3.64,76,64,Longsleeve Shirt,Y,N,D,Tuesday,BAL,438,0.21,0.0638,32582,2080,3000,8,Y,4,0.06
"Wednesday, May 22, 2024",5/22/2024,Old,2024,Nurses Day #1,Nurses,May,ProfessionalIdentity,Y,Last,"70	",0.33,19000,3.64,81,63,Longsleeve Shirt,Y,N,D,Wednesday,BAL,369,0.31,0.0369,32582,1202,700,4.65,Y,4,0.08
"Thursday, June 6, 2024",6/6/2024,Old,2024,Star Wars,Star Wars,June,PopCulture_Entertainment,Y,First,"88	",0.25,27665,4.21,86,67,Bobblehead,N,N,N,Thursday,COL,267,0.06,0.1234,33332,4114,1500,9,Y,3,0.15
"Friday, June 7, 2024",6/7/2024,Old,2024,Pride,Pride,June,CommunityDays,Y,Middle,"103	",0.2,28956,4.21,86,70,Item,Y,N,N,Friday,COL,130,0.08,0.0485,35229,1707,1250,9.3,Y,3,0.14
"Tuesday, June 11, 2024",6/11/2024,Old,2024,Budweiser Bash #3 ,Budweiser Bash,June,Sport_FanExperience,N,First,"77	",0.24,20955,4.21,83,58,Bobblehead,Y,N,N,Tuesday,PIT,157,0.28,0.0166,34278,569,2400,9,N,2,0.04
"Wednesday, June 12, 2024",6/12/2024,Old,2024,Illinois,Illinois,June,College,Y,Middle,"69	",0.28,19208,4.21,91,69,Tumbler,N,N,N,Wednesday,PIT,139,0.11,0.0355,36608,1300,1850,9,N,2,0.04
"Sunday, June 23, 2024",6/23/2024,Old,2024,Black Heritage,DEI,June,CommunityDays,Y,Early,"90	",0.31,25419,4.21,93,79,Jersey,Y,N,D,Sunday,SFG,320,0.27,0.0312,37492,1171,500,8.03,Y,2,0.06
"Monday, June 24, 2024",6/24/2024,Old,2024,Teachers Night #1,Teachers,June,ProfessionalIdentity,Y,Middle,"103	",0.29,32689,4.21,97,75,Longsleeve Shirt,N,N,N,Monday,ATL,553,0.24,0.0631,36005,2271,4200,12.25,Y,1,0.07
"Tuesday, June 25, 2024",6/25/2024,Old,2024,Teachers Night #2,Teachers,June,ProfessionalIdentity,Y,Middle,"70	",0.35,18000,4.21,85,72,Longsleeve Shirt,N,N,N,Tuesday,ATL,450,0.26,0.0517,33997,1759,4488,8.95,N,1,0.01
"Wednesday, June 26, 2024",6/26/2024,Old,2024,Missouri,Missouri,June,College,Y,Middle,"78	",0.3,30000,4.21,85,72,Tumbler,N,N,N,Wednesday,ATL,166,0.11,0.0455,33997,1546,1200,9,N,1,0.05
"Thursday, June 27, 2024",6/27/2024,Old,2024,Celebrate Disability Night ,DEI,June,CommunityDays,N,Middle,"62	",0.33,16390,4.21,88,69,Shirt,N,N,N,Thursday,CIN,156,0.56,0.0085,32787,280,1550,4.3,Y,1,0.24
"Friday, June 28, 2024",6/28/2024,Old,2024,Margaritaville,Margaritaville,June,Music_Festivals,Y,Late,"124	",0.16,35000,4.21,88,76,Shirt,Y,N,N,Friday,CIN,761,0.19,0.1002,40220,4032,2750,7.58,Y,1,0.06
"Sunday, June 30, 2024",6/30/2024,Old,2024,Sesame Street,Kids,June,Kids_Family,Y,Last,"108	",0.21,28830,4.21,82,70,Bobblehead,Y,N,D,Sunday,CIN,323,0.15,0.0538,40951,2205,1400,9,N,1,0.16
"Tuesday, July 9, 2024",7/9/2024,Old,2024,SEMO,College,July,College,N,First,"66	",0.53,17500,4.44,89,69,Tumbler,N,N,N,Tuesday,KCR,124,0.12,0.0329,32108,1057,2600,14.63,N,2,0.26
"Wednesday, July 10, 2024",7/10/2024,Old,2024,Shark Week,Other,July,PopCulture_Entertainment,N,Early,"96	",0.22,26000,4.44,89,69,Hat,Y,N,N,Wednesday,KCR,93,0.1,0.0295,32108,946,700,4.65,Y,2,0.2
"Friday, July 26, 2024",7/26/2024,Old,2024,Military Night,Military,July,ProfessionalIdentity,Y,First,"124	",0.18,35386,4.44,87,73,Jersey,Y,N,N,Friday,WSN,628,0.25,0.0612,41382,2534,500,4,N,3,0.06
"Sunday, July 28, 2024",7/28/2024,Old,2024,Webster & MO STATE,College,July,College,Y,Early,"85	",0.28,23102,4.44,89,75,Tumbler,Y,N,D,Sunday,WSN,181,0.18,0.0266,37693,1004,750,6.79,N,3,0.07
"Monday, July 29, 2024",7/29/2024,Old,2024,Christmas In July,Christmas In July,July,Music_Festivals,Y,Middle,"87	",0.29,26615,4.44,93,71,Longsleeve Shirt,N,N,N,Monday,TEX,743,0.3,0.072,34281,2468,5000,14.25,N,4,0.05
"Tuesday, July 30, 2024",7/30/2024,Old,2024,Book Club,Other,July,Music_Festivals,N,Late,"66	",0.38,18566,4.44,95,79,Bag,N,Y,N,Tuesday,TEX,130,0.28,0.0145,32395,576,700,4.65,Y,4,0.1
"Tuesday, July 30, 2024",7/30/2024,Old,2024,Busweiser Bash #4,Budweiser Bash,July,Sport_FanExperience,N,Late,"66	",0.38,18566,4.44,95,79,Bobblehead,N,Y,N,Tuesday,TEX,173,0.3,0.0178,32395,469,650,8.19,N,4,0.04
"Tuesday, August 6, 2024",8/6/2024,Old,2024,WWE,Other,August,Sport_FanExperience,Y,First,"55	",0.41,15485,4.24,94,68,Shirt,N,N,N,Tuesday,TBR,258,0.4,0.0198,32922,651,2250,16.35,N,4,0.01
"Wednesday, August 7, 2024",8/7/2024,Old,2024,Fredbird's Garage Sale,Fredbird's Garage Sale,August,Sport_FanExperience,N,Middle,"52	",0.39,14423,4.24,76,68,All,Y,N,N,Wednesday,TBR,65,0.12,0.018,31401,564,1500,4.79,N,4,0.03
"Thursday, August 8, 2024",8/8/2024,Old,2024,Harry Potter,Harry Potter,August,PopCulture_Entertainment,Y,Last,"98	",0.23,31959,4.24,85,68,Jersey,Y,N,N,Thursday,TBR,973,0.2,0.1363,35217,4801,1100,6.25,Y,4,0.06
"Friday, August 16, 2024",8/16/2024,Old,2024,Boy Band Night,Other,August,PopCulture_Entertainment,N,First,"147	",0.2,40847,4.24,94,75,Shirt,Y,N,N,Friday,LAD,160,0.36,0.0114,38485,440,2600,9,Y,1,0.15
"Tuesday, August 20, 2024",8/20/2024,Old,2024,Budweiser Bash #5,Budweiser Bash,August,Sport_FanExperience,N,First,"53	",0.45,15324,4.24,80,64,Bobblehead,N,N,N,Tuesday,MIL,144,0.28,0.0172,30022,517,3500,11.25,Y,2,0.14
"Wednesday, August 21, 2024",8/21/2024,Old,2024,Friends,Other,August,PopCulture_Entertainment,Y,First,"51	",0.42,14323,4.24,75,64,Bobblehead,N,N,N,Wednesday,MIL,278,0.15,0.0637,29580,1883,1650,10.85,Y,2,0.12
"Monday, August 26, 2024",8/26/2024,Old,2024,Pickleball Night,Other,August,Sport_FanExperience,Y,First,"47	",0.51,14468,4.24,99,79,Item,N,N,N,Monday,SDP,129,0.13,0.0356,28697,1023,700,4.65,Y,4,0.13
"Tuesday, August 27, 2024",8/27/2024,Old,2024,Golf,Other,August,Sport_FanExperience,Y,Middle,"38	",0.57,10639,4.24,102,81,Hat,N,N,N,Tuesday,SDP,126,0.14,0.0319,27224,869,1100,2.38,Y,4,0.07
"Wednesday, August 28, 2024",8/28/2024,Old,2024,SLU,SLU,August,College,Y,Late,"47	",0.51,14197,4.24,94,75,Tumbler,N,N,N,Wednesday,SDP,152,0.06,0.0806,30999,2500,1500,9.9,Y,4,0.27
"Friday, September 6, 2024",9/6/2024,Old,2024,St. Louis Blues,STL Sports,September,STLPride,Y,First,"116	",0.19,37869,4.1,83,65,Longsleeve Shirt,Y,N,N,Friday,SEA,1013,0.3,0.0898,37476,3365,3000,7.99,N,2,0.07
"Sunday, September 8, 2024",9/8/2024,Old,2024,Fiesta Cardenales,Fiesta Cardenales,September,CommunityDays,Y,Early,"98	",0.24,27379,4.1,74,49,Jersey,Y,N,D,Sunday,SEA,528,0.35,0.0369,41302,1524,2100,10.4,N,2,0.04
"Tuesday, September 10, 2024",9/10/2024,Old,2024,Budweiser Bash #6,Budweiser Bash,September,Sport_FanExperience,N,Middle,"46	",0.51,13264,4.1,84,55,Bobblehead,N,N,N,Tuesday,CIN,142,0.25,0.0188,30350,571,1500,9.97,N,1,0.06
"Wednesday, September 11, 2024",9/11/2024,Old,2024,First Responders Night,First Responders,September,ProfessionalIdentity,N,Late,"40	",0.49,11082,4.1,89,61,Item,N,N,N,Wednesday,CIN,115,0.13,0.0283,30179,853,2000,15.7,Y,1,0.18
"Monday, September 16, 2024",9/16/2024,Old,2024,Back To The Future Musical,Standalone,September,PopCulture_Entertainment,N,First,"42	",0.53,12087,4.1,87,69,Bobblehead,N,N,N,Monday,PIT,111,0.1,0.0375,30138,1129,1600,6,N,2,0.12
"Tuesday, September 17, 2024",9/17/2024,Old,2024,1/2 Way St. Pats,1/2 Way St. Pats,September,Music_Festivals,Y,Early,"45	",0.48,14120,4.1,89,66,Jersey,N,N,N,Tuesday,PIT,705,0.25,0.0936,30562,2861,460,0.49,N,2,0.07
"Wednesday, September 18, 2024",9/18/2024,Old,2024,DC Comics,DC Comics,September,PopCulture_Entertainment,Y,Late,"40	",0.5,11330,4.1,91,65,Bobblehead,N,N,N,Wednesday,PIT,252,0.14,0.0602,30061,1809,2155,0.49,N,2,0.11
"Thursday, September 19, 2024",9/19/2024,Old,2024,Hello Kitty,Kids,September,Kids_Family,N,Last,"64	",0.43,21788,4.1,92,67,Bobblehead,Y,N,N,Thursday,PIT,115,0.08,0.0435,32194,1400,2885,0.49,N,2,0.06
"Friday, September 20, 2024",9/20/2024,Old,2024,90's Night,Decades,September,PopCulture_Entertainment,Y,First,"89	",0.24,27226,4.1,95,75,Longsleeve Shirt,Y,N,N,Friday,CLE,300,0.16,0.0563,33967,1911,2500,1.87,N,1,0.04
"Monday, March 31, 2025",3/31/2025,Old,2025,Peanuts,Kids,May,Kids_Family,N,Middle,43,0.41,9929,3.6,62,43,Bobblehead,N,N,N,Monday,LAA,137,0.09,0.0695,21206,1473,2000,8.95,N,3,0.10
"Friday, April 11, 2025",4/11/2025,Old,2025,College Night #1,College,April,College,N,First,110,0.22,32883,3.6,67,46,Hat,Y,N,N,Friday,PHI,63,0.03,0.0592,32309,1913,2000,5.35,Y,2,0.09
"Sunday, April 13, 2025",4/13/2025,Old,2025,Cancer Awareness,Cancer Awareness,April,CommunityDays,N,Middle,76,0.28,20728,3.6,67,47,Item,Y,N,D,Sunday,PHI,74,0.11,0.0217,32509,704,1250,9.8,Y,2,0.19
"Friday, April 25, 2025",4/25/2025,Old,2025,Battlehawks,STL Sports,April,STLPride,Y,First,64,0.31,18194,3.6,71,51,Tumbler,N,N,N,Friday,MIL,101,0.13,0.0324,24437,792,2000,8.05,N,2,0.14
"Sunday, April 27, 2025",4/27/2025,Old,2025,Donate Life Day,Donate Life Day,April,CommunityDays,Y,Last,67,0.29,17699,3.6,72,52,Tumbler,Y,N,D,Sunday,MIL,127,0.07,0.0523,32403,1695,1750,8.05,Y,2,0.07
